date,score,user_tags,user_rank,usage_duration,item_option,text_review,recommendation_score,발색력,지속력,발림성,수분감,skin_tone
2022.12.03,1,"건성, 웜톤, 모공, 홍조",,,[옵션] [단품] 11 극락좌표,"색상이 너무너무 아쉬워요 ㅠ 손웜수템 너무 맘에 들어서 잘 쓰고 있는데 발색사진 이랑 너무너무 달라요 ㅠ 이쁜 톤다운 느낌 아니고 칙칙한 팥죽색 ,, ㅠㅠ 바로 서랍에 넣어버렸어요 테스트 해보고 구매하셔요 ,, ㅠㅠ",6,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요,웜톤
2022.12.04,1,"복합성, 모공, 미백",,재구매,[옵션] [단품] 02 손웜수템,"처음 구입당시에 오랜지 색상이 마음에들어 2호를 구입하게되었는데 그후 몇달뒤 똑같은 2호 제품으로 재구입을 한 뒤에 테스팅을 해보니 핑크색으로 색깔이 변했습니다,
구입처에 다시 방문한뒤 색상이 달라 건의를 하였지만
판매되고 있는 테스팅 제품과 판매한 제품의 색상을 비교하여 같은 색이라 문제가 없다는 입장뿐이였고
지금 제가 사용하고 있는 처음 구입한 2번 오랜지 색상 제품이 오래 사용하여 핑크에서 오랜지 색으로 변했다고 주장합니다,
처음부터 오랜지 색상이 마음에 들어 구입한 저로서는 같은 제품인데 핑크색이 나와 당황스럽지만 궁금증이 해소되지 않아 이렇게 리뷰를 남겨봅니다",55,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요,
2022.02.25,1,"복합성, 각질, 민감성",,,[옵션] [단품] 01 틴메추해 (한정부활템/온),"진짜 정말 개별로... 색깔 완전 다름^^...
아무리 이걸 얇게 바른다고 쳐도....?
입에 올리면 색 더 진해지는데???....

하나는 지플립3로 찍은거
하나는 아이폰 xs로 찍은거

1호 2호 3호 전부 진짜 너어어어무 분홍핑크..
베이지? 코랄? 진짜 눈을 뒤집어까서 봐도 저는 잘 모르겠고
걍 여러분은 매장가서 색을 직접 보신 후 사시길바랍니다",177,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요,
2025.02.13,1,"건성, 여름쿨톤, 각질, 다크서클",,한달이상사용,[옵션] [단품] 30 행집베리,색상 발색을 해보면 적당한 미지근 색상인데 입술에 올리면 그냥 올리든 컨실러로 커버하고 올리든 베이스 립을 깔고 올리든 그냥 너무 보라색으로 탁해지고 딥해져요,2,보통이에요,보통이에요,보통이에요,보통이에요,여름쿨톤
2024.05.30,1,"건성, 가을웜톤, 다크서클",,한달이상사용,[옵션] [단품] 03 맘찍로즈,"여태까지 사본 모든 립중에서 가장 실망하고 후회중인 제품입니다 일단 사진이랑 실제 발색 색상이 많이 다르다고 느꼈고 시간 지나면 저승사자마냥 칙칙해져요 설명에는 갈웜뮽이라고 쓰여있는데 대체 이게 어딜봐서 갈웜뮽이 쓰는 색상입니까?

광도 촉촉해 보이는 예쁜 광이라기보다는 개기름 떡칠한것마냥? 번들거리는 광이라고 해야하나... 여튼 제가 기대한 그런 광은 아니었어요 착색은 좀 되는 편인 거 같고 상당히 끈적거리고 향도 인조적인 초코향 같아서 별로였습니다

바로 구석에 처박템행... 처음에 한번 발라보고 그 이후로 단 한번도 꺼내 쓴적이 없는건 이게 처음이네요",14,다소 아쉬워요,보통이에요,다소 아쉬워요,보통이에요,가을웜톤
2024.04.23,1,"건성, 가을웜톤, 다크서클",,,[옵션] [단품] 03 맘찍로즈,여태까지 사본 모든 립중에서 가장 실망하고 후회중인 제품입니다 일단 사진이랑 실제 발색 색상이 많이 다르다고 느꼈고 시간 지나면 칙칙해져요 광도 촉촉해 보이는 예쁜 광이라기보다는 개기름 떡칠한것마냥? 번들거리는 광이라고 해야하나... 여튼 제가 기대한 그런 광은 아니였어요 착색은 좀 되는편인거 같고 상당히 끈적거리고 향도 별로였습니다 바로 구석에 처박템행...,3,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요,가을웜톤
2022.07.29,1,"민감성, 쿨톤, 트러블",,,[옵션] [단품] 06 플필업뎃,"🤬한줄평 : 내 입술 돌려도

일단 색은 이쁨....여쿨의 심장을 울리기에 충분했음
여름에 너무 누디하면 생기 없어보이는데 생기있어보여서 좋았음....
여름 췌리🍒빨간맛 상큼걸이 된 기분이었음...

근데 열심히 바르고 집에 오는데 입술이 가려워서 참을 수 없었음....
입술 주변이 딱딱해지고 오돌도돌하면서 매우 간지러웠음... 띠용?
무슨 증상인지 알 수 없었음.... 얘가 주범인 줄 모르고 또 순수하게 다음날 또 바름....

입술 주변이 더 딱딱해지고 오돌도돌 닭피부 그자체가 됐음...
그제서야 얘를 중단함 .... 매우 빡쳤음... 후....

게다가 페리페라하면 착색력인데 촉촉이라 그런지 착색력도 없음.... 아 후기 쓰다 보니 또 짜증남...
가려움을 참을 만큼 착색이라도 좋던가...
착색력 구려요

강철 입술에게 추천드려요...
쉭쉭 내.입술 내놔 쉭.쉭쉭.
색은 이뻐서 1점 드립니다",10,아주 만족해요,예상보다 짧아요,아주 만족해요,아주 촉촉해요,쿨톤
2022.07.20,1,,,,[옵션] [최고심][단품] 08 내가해냄,"진짜 사지마세요. 콜라보 """"랜덤"""" 증정이라고 해서 일부러 각 항목 하나씩해서 네개나 구매했는데 전부 다 똑같은 부적 주는게 랜덤인가요? 그냥 노랑색 부적 차례대로 주르르 쌓여있으니까 거기서 갯수만 맞춰 집어서 줬겠죠.
기분 너무 나쁘고 제품력은 그냥 원래 아시던 그대로일거고 최고심 스티커랑 떡메 파우치 뭐 이런것만 주는건데 증정품이 """"랜덤""""이라서 저처럼 """"똑같은 걸 받더라도"""" 어쩔수 없는거라고 하니까 증정품 여러개 받으시려고 굳이 갯수 채워서 꼭 살 필요 없을 것 같아요 ! ^^",12,보통이에요,보통이에요,보통이에요,보통이에요,
2022.05.07,1,"복합성, 쿨톤, 모공, 블랙헤드",,,[옵션] [단품] 06 플필업뎃,"완전 실망한 제품..
리뷰 쓰기도 싱ㅎ을 정도로
돈 날렷다고 생각하는데
포인트 받으려면 ㅠ 300자 채워야해영 ㅋㅋ

아 지속력 좋게 스려먼
바르고 흡수시키고 휴지로 한번닦고
또 바르고 이런식으로 하면

좀 더 유지가 되는거 같긴한데..

너무 아까움ㅋㅋ ㅜ 이럴거면 왜 삿나 싶구
4호 6호는 쿨톤분께 드렷는데도

색깔이 포도먹은 진한 ? 이상한 색이라
손도 안대는듯 ㅡㅡ하 진짜

이거 3개 살 돈이면
차라리 다른거 삿음

개실망 역대 실망이에요 페리페라ㅠ
리뷰쓰면서 또 화나네ㅠ

진짜 공홈이랑 유튜버 인플루언서들은
어떻게 찍엇길래 그 색이 나옴?

여기 별 하나짜리 리뷰보면 다 같은 심정
진짜 제조 과정에서 잘못된게 아닐까
싶은 정도라니까여..

페리페라 관계자 분들은 꼭 보고
왜 이렇게 됐는지 확인 좀 부탁드려여ㅠ

하 진짜.. 4 5 6호 돈 날림..
그래도 페리페라 다른건 다 조아요",2,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요,쿨톤
2022.05.07,1,"복합성, 쿨톤, 모공, 블랙헤드",,,[옵션] [단품] 05 어쩔체리,"진짜 엄청 실망한 제품
올리브영 쓰면서
이렇게 실망한 제품 처음 이고
평소 잘 쓰던 페리페라기 때문에
더 실망햇어여ㅜ 하
3개나 삿는데 ㅋㅋ 리뷰를 3번 다쓰려니..
진짜 최악 정도여서 별 1개 입니다.. 1개도아까움

일단 발색? 4.5.6 삿는데
다 똑같아여;; 이거 뭐 제조 잘못된거 아니죠?
특히 4호는 진하면 안되잖아여ㅜ
하 진짜 ㅋㅋ 뭐 이런식이에여

공홈이랑 셀럽분들 홍보영상은
챠르륵 여리고 예쁜 컬러엿는데

뭐ㅠ이건 진짜 둔탁 진한 색감에
별로에요ㅠ정말 ㅋㅋ

촉촉한건 촉촉한데..
몇시간 지나면 다 말라서
형편없어 보여여ㅠ
휴 노답이에여 ㅋㅋ

3개나 잇어서 나눔하고..
5호 어쩔 체리는 약간 레드계열이라

평소 바르려햇는데ㅠ 색이
너무 어둡게 진해서
걍 내동댕이..ㅋ

다른 립제품 다 좋앗는데 너무해여
올영 실망 ㅡㅡ ㅜㅜ",3,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요,쿨톤
2022.04.28,1,"복합성, 쿨톤, 모공, 블랙헤드",,,[옵션] [부활템][단품] 04 갓기천사 (온),"올리브영 7년차 이용하면서
별점 1점은 처음입니다 ☆

페리페라 진짜 색조장인이라고
떠들만큼 애정하고 좋아하는 제품이었는데

이 제품은 정말 고객 기만 ㅋㅋㅋ
아니.. 촉촉하고 요플레 현상없고
이 가격에 이 비쥬얼 다 좋아요

다만 발색이 공홈과 너무 다르고요
전부 2콧 이상바르면 엄청 진해지고

얇게 픽싱되며 촉촉 여리한 느낌 전혀 x

저는 여쿨 겨쿨이여서 4.5.6 전부 살 예정이긴
했는데

진짜 혹시나 ㅋㅋ 다른 브랜드중 발색 너무 안된곳
잇어서 하나만 사봣어요

6호 플핏업뎃을 먼저 샀는데
하 왠걸 ㅋ

이건 뭐 건포도 먹은 색인가요..
색이 너무 진하고 착색이
너무너무 진해요ㅠ
바르고 얼마 안되면
포도 한뭉텅이 먹은 입술..

하 괜찮아 내가 젤 기대한
4호 갓기천사가 있잖아^^

ㅋㅋㅋㅌ 갓기천사 마저
제 기대를 깸..
진짜 공홈 사진 믿지마세요
이건 뭐.. 그냥 진한 분홍분홍 색임..;;

걍 4호 6호 나눔햇어여 ㅋㅋ

그래도 한번만 더 도전하자 해서
레드계열은 설마 실패가 없겟지? 해서
어제 두근두근 거리는 마음으로 샀는데

아.. 진짜 욕나옴 ㅋㅋ
걍 4.5.6호 색이
바르고 얼마 안되면 다 똑같아여

하 참.. 페리페라 진짜 젤 실망함..

차라리 착색될때 연하게 밝게 되었으면
다른 매트립 바르고 글로시함만 얹는
생각으로 썼을텐데

이건 뭐 그냥 건포도 초콜렛 먹은거마냥

진하게 착색됩니다

제 입술은 밝고 푸르스름하지 않구요
그냥 맨 입술에 발랏을때도 실패

파데나 컨실러로 색 죽이고 발라도 마찬가지

진짜 그냥 촌스러워요.

유튜브에서도 유튜버 분들이
공홈 사진이랑 너무 다르다는 영상봣는데

에이 설마? 햇는데ㅠ 하 3개 사면서 돈만ㄴ
날림..

저돈이면 그냥 평소 쓰던 립 하나 살걸 그랫음;;

결론☆

단점
지속력 안좋음
마스크 당근 묻어남
발색 진짜 어이없어서 말이안나옴

장점
발림성 쫀득하니 좋음
요플레현상 거의없음


이거 그냥 다른 매트립 위에 글로스처럼
쓰지도 못하고.. 그냥 실망..

탑리뷰어는 300자 이상 써야 포인트 두배인데
이 제품은 뭐 어이가 없어서

쓰다보니 800자 되어가네요ㅠ
하.. 역대실망..

물론 호불호? 있을 수도 있겟지만..ㅜㅜ
이렇게 실망스러운 제품은 처음이에요..

그래도 이번주 오뚜기 콜라보 사러 매장갑니당
쉐딩이나 다른건 조하용..허허",68,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요,쿨톤
2022.02.28,1,"복합성, 쿨톤, 모공, 트러블",,,[옵션] [단품] 01 틴메추해 (한정부활템/온),사진 발색으로 너무 기대해서 12시 맞춰서 바로 구매하고 즐거운 마음으로 개봉 했는데 처음부터 이물질 발견으로 매우 기분이 상하면서 같이 구매한 4호 컬러는 여쿨라이트 컬러도 아니고 1호는 요플레 현상이 생기고.. 참… 다시는 안 살거 같아요! ^^ 착색도 생각보다 너무 탁하고 고르지 못하네요.. 3호도 실패..ㅎ,11,다소 아쉬워요,보통이에요,아주 만족해요,보통이에요,쿨톤
2025.03.06,1,,,한달이상사용,[옵션] [부활템][단품] 04 갓기천사 (온),"여쿨라 템으로 산건데 생각보다 나한테는 너무 진하게 올라옴
안이쁘게 올라옴
안바름",0,보통이에요,지속이 오래돼요,아주 만족해요,보통이에요,
2025.03.03,1,,,한달이상사용,[옵션] [+로즈블러밤] 03맘찍로즈,싱제 색감이 다르고 사진만큼 촉촉해보이는 립은 아니에요ㅜㅜ,0,보통이에요,지속이 오래돼요,다소 아쉬워요,아주 촉촉해요,
2024.03.17,1,"복합성, 쿨톤, 민감성, 잡티",,,[옵션] [단품] 12 웜고리즘,"색도 너무 이쁘고 다 좋은데
입술 라인 따라서 빨갛게 부어오르고 화상 입은것처럼 따가워요
예전부터 페리페라 제품 리뷰엔 꼭 입술이 따갑거나 물집이 잡혔다거나 그런 글을 많이 본거같아요
리뷰에서 봤던 얘기가 제 얘기가 될줄은 몰랐어요
살면서 틴트를 주구장창 써왔지만 이런적은 처음이라 당황스럽네요",8,아주 만족해요,보통이에요,아주 만족해요,아주 촉촉해요,쿨톤
2022.07.20,1,,,,[옵션] [단품] 01 틴메추해 (한정부활템/온),"틴메추해… 이름이 페리페라다운 이름이에요 페리페라는 이름 지으려면 인터넷 밈 많이 알아야 할 거 같아요 🫠

계속 살까 말까 고민하다가 주말에 온라인몰에서 쿠폰 뿌리길래 쿠폰 받고도 고민하다가 질렀어요 10,000원인데 쿠폰 적용해서 오늘드림 픽업으로 7,000원에 구매했어요 ! 근데 월요일되자마자 할인 들어가서 8,000원 이더라구요 그래도 1,000원 더 싸게 샀으니까🥲

고민했던 이유는 발색이 사람마다 다른 것 같고 향이 별로라는 후기때문에 고민했는데 역시 저한테도 향은 너무… 별로예요 금방 맛탱이가 갈 그런 요거트 향 ㅠㅠ 빨리 안 쓰면 금방 변할 거 같아서 첫인상부터 별로였는데 발색도 너무 연해서 입술색 다 죽이고 발라야 하는 그런 색입니다 ㅠㅠ 손목 발색하고 입술에 올리는 게 전혀 달라요 입술색이 진하신 분보다는 입술색 없는 분한테 올라올 그럴 색이에요,,, 틴트지만 색이 연해서 그런지 발색도 착색도 약하고 틴트라서 아예 없는 건 아니지만 틴트치고는 약한 그런…? 제 입술에는 틴트색상보다 입술색이 더 진하게 느껴지네여… 손목 발색은 오렌지스럽게 나왔는데 입술에는 핑크스럽게 올라가고 단독으로 사용하는 거 보다는 섞어서 사용해야 할 거 같아요 이것저것 발라서 꿀조합을 찾아야겠네요 제게는 만족스럽지 못 하는 틴트입니다… 호불호가 갈리는 이유를 알았네요🥲",0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요,
2022.03.08,1,"건성, 쿨톤, 각질, 민감성",,,[옵션] [단품] 03 맘찍로즈,"음 전 실망했어요..... 이거 공홈이랑 색상도 너무 다르고... 리뷰 영상이랑도 솔직히 달라요.. 그거보고 바로 오픈하자마자 거의 주문햇는뎅 실망이네요 ㅠㅠ

페리페라 틴트 예전에 잘 썼던 기억이 잇어서 샀는데이번에 산거는 아쉽네요 가격은 저렴하지만그래도 버리는 돈이라 아까워요...

1. 우선 색이 너무 탁해요
- 맑게 올라오고 여러번 쌓아도 맑게 표현돠는 줄 알앗는데 탁하게 올라와요 ㅠㅠ 그래서 너무 아쉽네용...
2. 그냥 립글로즈....? 대용인데 조금 더 지속력이 있는 립글로즈라고 생각하시면 좋을 것 같아요
- 지속력은 생각보다 있어요! 광고한거처럼 글로우립치고는 지속력이 깁니당

3. 음... 저는 그냥 립글로즈용으로 대충 쓰거나 생얼에 막 바르는 용도로 사용하려구요
근데 색상이 또 잇어가지구 립글로즈로 쓰면 진해져서 생각보다 사용하기 어렵네용... 생얼로 나가는데 립스틱 바르기는 그럴때 이거 사용하면 좋을 것 같아요!",1,보통이에요,보통이에요,아주 만족해요,보통이에요,쿨톤
2023.11.26,1,"민감성, 쿨톤, 각질, 모공",,한달이상사용,[옵션] [단품] 05 어쩔체리,진짜 별로에요 이쁘게 착색도 안되고 유지력도 별로인데 모르겠어요,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요,쿨톤
2023.11.18,1,"트러블성, 여름쿨톤, 모공, 민감성",,한달이상사용,[옵션] [단품] 13 쿨톤치드 (온),여쿨도 여쿨 나름이겠지만 저에게는 발색이 무척 안어울려서 아쉬웠던 제품,1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,여름쿨톤
2023.09.21,1,"민감성, 쿨톤, 각질, 모공",,,[옵션] [단품] 05 어쩔체리,"바를땐 이뻐요
지속력이 정말로 아쉽습니다
금방건조해지요 유지도 안되요

계속 덪발라야해요",0,다소 아쉬워요,예상보다 짧아요,보통이에요,보통이에요,쿨톤
2022.02.28,1,,,,[옵션] [부활템][단품] 04 갓기천사 (온),"색이 표기된색이랑 완전 다르네요
이정도면 색상이 잘못 표기된거 아니에요?
모델분 혹은 유튜브에서 본건 입술색들이 아예 없는분들이 쓰셨을까요?
더군다나 착색까지 아주 진한 핑크로 남아요
막말로 이정도면 사기..",28,다소 아쉬워요,보통이에요,보통이에요,보통이에요,
2024.09.11,1,"가을웜톤, 다크서클",,,[옵션] [+틴트잼키링] 03 맘찍로즈,"제가 아는 맘찢로즈 색이 아니고 점점 바를 수록 쿨끼가 엄청 도는데 원래 웜하던데 이렇게 바뀔 수가 있는건지
처음에는 긴가밈가 했는데 점점 바를 수록 원래 알던 색이랑 좀 많이 다르네요 근데 사은품은 완전 만족해요",0,보통이에요,보통이에요,아주 만족해요,아주 촉촉해요,가을웜톤
2024.10.26,1,"복합성, 홍조",,한달이상사용,[옵션] [+틴트잼키링] 27 핑토당토,"착색이 칙칙하게진해져서
안맞더러고요
몇번쓰고안써요
넘아쉬워요",1,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요,
2022.03.25,1,"복합성, 쿨톤, 모공, 잡티",,,[옵션] [단품] 01 틴메추해 (한정부활템/온),"누드색을 원해서 샀는데 아무것도 안 바르고 저것만 발랐는데 세상 체리색이에요 사진은 좀 어둡게 나온 편.,입술에 피나는 줄.....촉촉하고 도톰해 보이긴하나 누드 발색이 안되서 아쉬워요",2,다소 아쉬워요,보통이에요,아주 만족해요,아주 촉촉해요,쿨톤
2025.04.05,1,,,,[옵션] [+플럼핑 립펜슬] 27 핑토당토,색깔 너무 이쁘고 지속 오래되고 촉촉하구 좋은 거 같아용 젊스는 중,0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2025.04.02,1,,,한달이상사용,[옵션] [+플럼핑 립펜슬] 27 핑토당토,립펜슬은 너무 좋은데 완전 쿨일줄 알았는데 저한테 너무 웜해요,0,보통이에요,보통이에요,보통이에요,보통이에요,
2025.03.14,1,,,한달이상사용,[옵션] [단품] 03 맘찍로즈,끈전끈적거려요 절대 안 살 틴트일 것 같습니다 색도 제 취향이 아니에요...,0,보통이에요,보통이에요,보통이에요,보통이에요,
2024.12.31,1,트러블,,,[옵션] [단품] 30 행집베리,그 멀멀한 발색샷에 낚여서 샀는데 그냥 탁하기만 하고 사진보다 보라끼 있게 올라와서 그 파국 립 st로 되네요^^ 안색이 매우 안좋아보여요...뮤트인게 문제가 아니라 걍 색이 안이쁨.이게 어딜 봐서 딸기 컬렉션에 나온 틴트죠..?팥죽컬렉션이면몰라도 ㅁㅊ,66,다소 아쉬워요,보통이에요,보통이에요,아주 촉촉해요,
2022.02.28,1,,,,[옵션] [단품] 03 맘찍로즈,"어두워요....
재유님영상보고 샀는데 영상처럼 발색안나오고
이런제형특유의 어두움이 있어요
봄웜브라이트톤한테 착붙은 아니네요..
많이바르면 요플레개쩌니까 덜어내고 바르세요",6,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,아주 촉촉해요,
2024.07.29,1,"건성, 가을웜톤, 다크서클, 잡티",,,[옵션] [단품] 20 당맛도리,가을뮤트는 사지마세요.. 너무 찐함 18여기누웜이 없어서 샀던건데 진짜 아님 이건 가을딥이 젤 어울릴듯..,1,보통이에요,보통이에요,보통이에요,보통이에요,가을웜톤
2023.07.07,1,"복합성, 쿨톤, 각질, 모공",,,[옵션] [단품] 05 어쩔체리,"쿨톤에 어울릴까 싶어 샀는데 색이 너무 탁해서
바르면 나이들어보여 손이 안가요...ㅠㅠ",0,다소 아쉬워요,예상보다 짧아요,보통이에요,아주 촉촉해요,쿨톤
2023.04.27,1,,,,[옵션] [단품] 09 심장도둑,"화장안한 얼굴에 어울리는 누드립 찾는데 얘도 실패임
웜톤 베이스에 맞는용인듯",0,보통이에요,보통이에요,보통이에요,보통이에요,
2023.04.27,1,,,,[옵션] [단품] 02 손웜수템,"얘도 톤그로
무난하게 립 바를 누드톤 립 찾았는데 실패임
너무 오랜만에 색조립 구입해서 인가",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2023.04.27,1,,,,[옵션] [단품] 01 틴메추해 (한정부활템/온),"괜히 샀다
색깔 웜톤용인가봐요 촌스렁 ㅓ요
이거 잘 어울리는 사람도 있겠지",0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,보통이에요,
2022.11.03,1,,,,[옵션] [부활템][단품] 04 갓기천사 (온),별로네요. 또 사고 싶지 않아요. 최악입니다. 사지마세욫절때,0,다소 아쉬워요,예상보다 짧아요,다소 아쉬워요,매트해요,
2022.03.28,1,,,,[옵션] [부활템][단품] 04 갓기천사 (온),"저 화장 잘 안하는 편이라 사고나서 한 네번 정도 썼어요
아니 이 내구성 뭐죠?진짜 당황스러움
이걸 쓰지도 못하고 어떻게 하지도 못하고
페리페라 신상품 내는 것도 좋지만 내구성도 신경쓰셔야할듯
붓은 어디있냐구요? 본통 안에 빠져있습니다",0,아주 만족해요,지속이 오래돼요,아주 만족해요,아주 촉촉해요,
2024.09.05,1,,,,[옵션] [+틴트잼키링] 29 쿨레벌떡,"구매 후 발색보려고 열어보니까 틴트 팁 기둥 부분에 초파리가 죽어서 붙어있어요.. 뚜껑 쪽에 붙어있어서 하마터면 모르고 초파리 들어간 틴트 쓸뻔했어요.....😱
파리 사진 좀 징그러워서 미리보기 방지로 제품사진 먼저 올립니다😭 틴트 사면서 이런 적은 처음이라 진짜 황당하고 불쾌하네요ㅠㅠ 검수를 좀 똑바로 하셔야될 것 같아요..
기획세트 틴트잼도 너무 마음에 들고 기대하던 제품인데
정작 본품은 발색도 한 번 못해보고 교환 기다리고 있습니다.. 다른 분들도 참고는 하시라고 리뷰 올립니다😭",7,보통이에요,보통이에요,보통이에요,보통이에요,
