Product,ID,SkinType,Rating,Date,Review
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),양배추달아요,민감성,5,2025.03.28,"바르자마자 왜 이제 샀나 했네…
역시 기획으로 나왔다는건 인기가 많았다는 것…
그로니깐 무조건 사야해…🩷

제 입술에 너무 예쁜 로즈빛 컬러로 올라와서
포인트로 발라주니 기깔났습니다
증정 히든 레어02 봄웜은 이런 컬러 넣어주면
감사합니다🧡

시간 지나먄 꽤나 핑크?자주?푸른느낌으로 착색되서
살짝 아쉬웠어요 향이 쫌 별루다…"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),웬디뷰티,건성,5,2025.03.02,"지속력 발림성은 사실 평범한 편이라고 생각 들지만
무난하게 바르기 좋고 가격도 좋고 컬러가 참 예뻐서 롬앤은
항상 구매하는것 같아요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쇼팡질팡,지성,4,2025.04.04,"롬앤 듀이풀 워터 틴트를 여러가지 색상으로 오래 잘 쓰다가 뚜껑이 금방 헐거워지는 이슈로 ㅠㅠ 다른 틴트를 찾아 헤메던 중 구매한 틴트입니다.

쥬시 래스팅이 훨씬 더 글로시해요. 착색이 있긴 하지만 옅은 컬러는 거의 티가 안 나고 짙은 컬러는 약간의 착색이 있지만 지속력이 짧습니다. 컬러 두 가지 사용하고 있는데 피치피치미는 진한 컬러랑 섞어서 사용하기 좋고, 체리밤은 바르고 좀 놔두면 립글로스 바른 것처럼 광이 사르르 올라와서 예뻐요. 피치피치미는 연해서 글로시 느낌이 잘 안나긴 해요. 무난함..

컬러는 여쿨이지만 핑크톤이 조금 들어가있으면 이거저거 쓰는 편인데, 저한테는 피치피치미가 핑크 섞인 연코랄로 발색되는 것 같아요~ 봄웜까지도 사용이 무난할듯합니다. 올영에 워낙 많아서 가서 사용해보심을 추천드려요~

착색되지만 촉촉한 틴트를 선호하는 편인데 착색이 애매해서 재구매를 망설였으나, 금액이 착하고 뚜껑이슈가 아직까진 없어서 재구매 가능템입니다 ㅎㅎ"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),꾸라미,트러블성,5,2025.04.02,"리뉴얼된 베어그레이프는 역시나 조금 웜해... 겨쿨인 저는 손이 잘 가지 않습니다,, 베이스로 쓰고 플럼콕 바르면 끝내줍니다 다들 플럼콕 사세요❤️ 두번째 사진은 하트퍼센트 크리미핑크로 립라인 딴것! 단독은 누디 그 잡채"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),퐁실잉,복합성,5,2025.03.30,"롬앤너완전아주그냥이를갈앗구나
봄웜저격하려고.. 진짜저격당함"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),스틱콘버터,복합성,5,2025.03.08,"더쥬시래스팅 틴트 제형이 개선 된 이후 색상도 엄청 다양해졌지만 딱히 원하던 색이 없었는데, 이번 신상으로 칙칙하지 않은 코랄 컬러가 출시되어 구매했습니다. 착색이 어두워지지 않길 바라요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),얌만두,민감성,3,2025.03.01,"진짜 전엔 롬앤하면 믿고 구입했고 다 만족했는데...
이제 쥬시틴트 안살거 같아요
롬앤쥬시만 바르면 따가워요 입술이 ㅜ
그리고 요즘 나오는 틴트들 광이 많이 발전한 반면
롬앤은 리뉴얼까지 했음에도 별로...
이번 설향딸기 여쿨라라서 구입해봤어요
살짝의 뮤트+흰끼다있는 연보랏기도는 핑크틴트예요
근데 여전히 입술따갑고 광도 별로예요
바르고 난 후에 입술이 점점 상태가 안좋아지는..;; 쥬시는 이제 빠이입니다.."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),히소니,건성,2,2025.03.06,"맑은 딸기색상인줄 알고 덜컥 샀는데 전혀 공홈 사진과 색 다릅니다 직접 눈으로 보고 발색 해보고 사세요
저 롬앤 너무너무 좋아했는데 항상 똑같은 색에 이름만 바꿔거 내는 것 같아 실망했었는데 이것도 기대했다가 실망한 색이에요
저는 19호 여쿨라인데 회끼, 탁끼, 보라끼 안 받거든요 근데 이건 밀키하고 탁하고 보라끼 들어갔어요
처음에 흰끼 가득한 핑크였다가 점점 사라지는데 요플레 현상도 살짝 있고요 이런 색 좋아하시거나 잘 받는 분은 추천하지만 저처럼 생각하고 사신다면 후회하실 것 같아요
화장을 이런 색이랑 어울리게 한다면 어울릴 수 있을 것 같기도 하고 베이스로 쓰거나 다른거랑 섞어서 써봐야겠습니다
제발 롬앤 맑은 색상인 것 처럼 광고하지 말고 진짜로 맑은 색상을 내주세요 ㅠㅠ
사진에서 맨 밑에 색이 설화딸기인데 1분정도 지난 색이에요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쇼팡질팡,지성,4,2025.04.04,"재구매입니다~ 고민했는데 기획세트로 나와서 구매했어요!
원래는 롬앤 듀이풀 워터 틴트가 착색도 잘되고 지속력도 좋아서 이거저거 여러 색상 사서 쓰다가, 모두가 아시듯,,, 뚜껑이 금방 헐거워지는 이슈로 다른 틴트를 찾아 헤메던 중 구매했다가 재구매한 제품입니다.

촉촉하고 글로시한 틴트입니다. 착색이 옅은 컬러는 거의 없다고 보면 되고 짙은 컬러는 약간의 착색이 있지만 지속력이 짧습니다. 물 마시면 거의 날아가요~ 지금은 컬러 두 가지 사용하고 있는데 피치피치미는 진한 컬러랑 섞어서 사용하기 좋고, 체리밤은 애매하게 진한데 바르고 좀 놔두면 립글로스 바른 것처럼 광이 올라와서 좋아요. 문대면 없어짐. 피치피치미는 연해서 그 느낌은 잘 안나요.

사진에서 왼쪽이 쥬시 래스팅 체리밤이고, 오른쪽이 쥬시 래스팅 피치피치키입니다. 바로 발랐을 때 > 손으로 닦아냈을 때 착색 > 물티슈로 박박 지웠을 때 책색인데, 물티슈로 지운 후에는 초점이 덜 잡혔는데 피치피치미는 색이 거의 안 남아요. 진한 컬러인 체리밤은 그래도 있습니다. 입술에 올리면 좀 달라지니 올영 매장에서 써보시고 구매하세요~"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),올리유후,건성,5,2025.04.02,"리뉴얼 전 6.피그피그 애용했는데 다 떨어져서 구매하려니까 리뉴얼 됐더라구요?!
심지어 6 번에서 4번으로 변경도 돼서
같은건가... 하고 그냥 구매했어요!!

탕후루같이 번지르르하면 어쩌나 했는데
그냥 리뉴얼 전보다 조금 촉촉해진정도지 막 엄청 번지르르하지도 않았어요!!
그리고 착색이 리뉴얼 전보다 좋아요!!!

좀더 쿨톤에 맞는듯한?!!

리뉴얼 후 좋은점
1. 조금 더 촉촉해짐
2. 착색이 더 잘됨
3. 이전 보다 좀더 핑크빛이 돈다
4. 각질부각 덜 된다!!

리뉴얼 후 나쁜점
저는 별로 없어요!!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),가오리,트러블성,5,2025.03.31,"매장에서 테스트해보고 반해서 구매한 제품입니다.
광은 보통정도, 시간이 지나면서 착색이 남고 사라지는 광택이고
보습제를 발라주지 않으면 각질부각등이 나타날 수 있습니당

색은 미지근한데, 채도가 적당히 있어서
여름뮤트 혹은 겨울쿨톤분들이 적당히 분위기있게 사용하기 좋아용"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),영앤코덕,건성,4,2025.03.11,"베어애프리콧보다 밝은 색이라고 해서 삿는데.. 맑은 느낌이 아니고 베이지나 브라운빛이 살짝 섞인 누디한 컬러에요 ㅠ

컬러 자체만 놓고 보면 흔하지 않고 예쁜 것 같은데 입술에 올리면 하얗게 주름 부각이.. 누디립 특유의 그 허연 막이 입술 주름 사이사이에 끼는거.. 아시죠? 그렇게 돼요 ㅠ

라이트톤이신분들 맑고 밝은 컬러 생각하신다면 조금 실망하실 수도 잇어요...."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),코지데이,복합성,5,2025.03.05,"이름부터 마음에드는 보늬밤.. 진짜 컬러그램 누드 틴트로 싹 입술을 바르고 보늬밤 바르면 정말 이뻐요ㅠㅠㅠ 보늬밤 올영가서 테스트 꼬옥 해보세요 넘나 추천

실수로 기획세트 안해서 단품와서 아쉽네요!!!ㅠㅠㅠㅠ
꼭 기획세트사세요....."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),수수수민,민감성,5,2025.04.04,"귤색 좋아하는 웜라이트입니다
무난하게 바르기 좋은 컬러인데
이런색상 잘 없더라구요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),농부123,복합성,5,2025.02.28,"궁금해서 사봤습니다!


1. 신비복숭아 기존 컬러들이랑 비교
썸머센트보다 좀 덜 쨍하고 푸른기가 섞인 컬러입니당. 썸머센트 특유의 형광기가 빠지면서 많이 데일리해졌고, 레드보다 핑크의 존재감이 좀 더 강해진 것 같아요. 개인적으로 형광기, 채도가 잘 받는 입장에서는 생각보다 무난하게 올라와서 조금 아쉬웠지만😂 썸머센트가 너무 쨍해서 마음이 안 가셨던 쿨톤분들에게는 훨씬 접근성이 좋은 컬러인 것 같아요. 생각보다 엄하지 않고 무난한 수박~딸기색 정도로 올라오더라고요 수박핑크 컬러 좋아하신다면 마음에 드실 것 같습니다

적다보니 좀 시큰둥한듯 되었는데, 완전 형광등템은 아니더라도 원래 좋아하는 채도 부족하지 않은 수박색이라 저는 잘 쓸 것 같아요!


2. 허니듀멜론 기존 컬러들이랑 비교
베어애프리콧과 베어쥬시오의 중간 정도 색감이고, 뭔가 밀키한 느낌이 꽤 섞여있어요! 위에 컬러그램 햇살구유랑 비교해보면 밝은 회색이나 우유의 뿌연 느낌이 한방울 추가된 정도의 소프트함이 느껴집니당 베어애프리콧의 여리여리함은 마음에 드는데 좀 덜 발랄한 컬러를 원하셨거나, 베어쥬시오의 그 뭔가 일본 화보스러운 여리여리함을 좋아하셨는데 컬러가 너무 웜해서 부담스러우셨다면 테스트해보시면 좋을 것 같아요😚


3. 설향딸기 기존 컬러들이랑 비교
손에 발색해보자마자 생각난 컬러가 있습니다.. 릴바레의 슬러쉬드핑크,, 라카에도 비슷한 컬러가 있었던 것 같은데용 확실하게 쿨하고 입술에 올리면 연보라빛이 올라오는 라이트한 연보라핑크입니당. 릴바레 슬러쉬드핑크나 라카 소다! 좋아하셨다면 이 컬러도 맘에 드실 것 같아요


4. 신컬러들에 대한 생각
전체적으로 롬앤스러운 라이트톤 컬러라는 생각이 들었어요! 밝기는 하지만 엄청나게 밝다기보다는 적당히 밀키한 느낌이 섞여있고, 그래서 화사하다기보다는 한 톤 눌린 여리여리함이 느껴져요. 곧 봄이라 고명도의 화사한 꽃잎 컬러들이 많이 나오는 것 같은데 저는 개인적으로 컬러그램 신컬러들이 롬앤보다는 취향에 맞았습니다😂 형광기 잘 받으시거나 확실하게 화사하고 밝고 맑은 느낌! 좋아하시면 컬러그램을 권하고, 기존 롬앤 컬러들의 묘하게 차분하고 데일리한 느낌 좋아하셨다면 이번 컬러들도 마음에 드실 것 같아요


블랙베리가 테스터로 안 깔려서 아쉽네요ㅋㅋㅋㅋ

요즘 롬앤이 뭔가 약간 주춤하는 느낌이 드는데,, 저는 화장품 브랜드에 붙을 수 있는 가장 안 좋은 이미지가 <마케팅만 잘 하고 제품은 실속이 없는> 이미지라고 생각해서 죠금... 조마조마했었습니당 물론 저는 아무것도 아니지만용ㅋㅋㅋㅋ 올해도 예쁜 제품 많이 내주셨으면 좋겠어요 응원합니다"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),양배추달아요,민감성,5,2025.03.21,"봄 웜 라이트 톤이라 막 엄청나게 찰떡콩떡 내꺼다 싶은
컬러는 아니지만 자꾸만 사게 되는 예쁜 베어그레이프…💗
베어그레이프는
항상 올리브영세일때 기획 상품으로 나와서 좋아요
그래서 자꾸만 더 사게 되…
코덕이라면 1개씩은 꼭 가지고 있을듯요 굿👍🏻

기획증정 히든레어01 처음에 발라보고 흰끼돌게 발려서
악 뭐야;;; 했는데 시간 지날수록 예쁜 핑크톤이 올라오면서
너어무 예쁨

위- 베어그리이프 아래-히든래어01"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소년,약건성,4,2025.03.13,"기존에도 더 쥬시래스팅 틴트 10컬러 구매해서 사용중이었는데 레어 컬러 출시해서 민스코님 영상보다가 홀린 듯 4컬러 구매했어요. 신비 복숭아랑 블렉 베리 컬러 빼고는 다 멀멀하고 차분하고 소프트해서 4컬러 구매했는데 컬러도 잘 뽑혔고 네이밍을 어쩜 이렇게 이쁘게 지었는지 아이디어가 너무 참신해요. 이번 레어 컬러도 광이 이쁘게 올라오고 여릿한 컬러의 경우는 착색이 거의 없는 편이에요. 다만 조금 아쉬운 건 뚜껑을 잠글 때 걸리는 부분이 없어 힘을 주면 계속 돌아가기 때문에 쓰다 보면 헛도는 문제가 발생하거나 내구성이 약해지는 문제가 생길 거 같은 건 여전해요.

27 허니 듀 멜론 : 멀멀한 밀키 코랄"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소년,약건성,4,2025.03.13,"기존에도 더 쥬시래스팅 틴트 10컬러 구매해서 사용중이었는데 레어 컬러 출시해서 민스코님 영상보다가 홀린 듯 4컬러 구매했어요. 신비 복숭아랑 블렉 베리 컬러 빼고는 다 멀멀하고 차분하고 소프트해서 4컬러 구매했는데 컬러도 잘 뽑혔고 네이밍을 어쩜 이렇게 이쁘게 지었는지 아이디어가 너무 참신해요. 이번 레어 컬러도 광이 이쁘게 올라오고 여릿한 컬러의 경우는 착색이 거의 없는 편이에요. 다만 조금 아쉬운 건 뚜껑을 잠글 때 걸리는 부분이 없어 힘을 주면 계속 돌아가기 때문에 쓰다 보면 헛도는 문제가 발생하거나 내구성이 약해지는 문제가 생길 거 같은 건 여전해요.

28 설화 딸기 : 소프트한 라이트 핑크"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소년,약건성,4,2025.03.13,"기존에도 더 쥬시래스팅 틴트 10컬러 구매해서 사용중이었는데 레어 컬러 출시해서 민스코님 영상보다가 홀린 듯 4컬러 구매했어요. 신비 복숭아랑 블렉 베리 컬러 빼고는 다 멀멀하고 차분하고 소프트해서 4컬러 구매했는데 컬러도 잘 뽑혔고 네이밍을 어쩜 이렇게 이쁘게 지었는지 아이디어가 너무 참신해요. 이번 레어 컬러도 광이 이쁘게 올라오고 여릿한 컬러의 경우는 착색이 거의 없는 편이에요. 다만 조금 아쉬운 건 뚜껑을 잠글 때 걸리는 부분이 없어 힘을 주면 계속 돌아가기 때문에 쓰다 보면 헛도는 문제가 발생하거나 내구성이 약해지는 문제가 생길 거 같은 건 여전해요.

29 조선 무화과 : 미지근한 MLBB 레드"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),hye2,건성,3,2025.04.04,"🍒 기존 쥬시 래스팅 틴트는 내용물이 비치지 않는 원통형의 용기였다면 더 쥬시 래스팅 틴트는 내용물이 비치는 용기로 변경이 되었어요.

✔️ 구매한 컬러는 리뉴얼 전후 동일한 체리 밤 컬러로 호수만 변경이 되었어요.

🍒 더 쥬시 래스팅 틴트 07 체리 밤
쥬시 래스팅 틴트 12 체리 밤은 맑은 체리 레드에 가깝다면 더 쥬시 래스팅 틴트 07 체리 밤은 농익은 체리 레드에 가까워요. 그래서 기존에 체리 밤이 연하게 느껴지셨던 분들은 리뉴얼 후 만족하실 것 같아요. 제형은 확실히 리뉴얼이 되면서 조금 더 쫀쫀했어요. 또 덧바르면 덧바를수록 컬러와 광택감이
더 쌓였어요.

🍒 쥬시 래스팅 틴트 12 체리 밤
리뉴얼 전 쥬시 래스팅 틴트 12호 체리 밤은
맑고 쨍한 체리 레드 컬러에요. 또 제형이 리뉴얼 후보다는 가벼워서 여러 번 덧발라도 무거운 느낌이 없어요.

🍒 발색 및 착색 비교
기존 체리 밤은 채도 높은 맑은 컬러감이라면
리뉴얼 된 체리 밤은 공홈의 설명처럼 검붉게 익은 달큰한 체리 레드였어요. 그래서 묘하게 탁한 느낌이라 아쉽긴 합니다..착색은 원컬러와 흡사하게 남는 편.

🍒 결론
더 쫀쫀한 광택감과 선명하게 쌓이는
컬러감을 원하시는 분들이라면 극호이지만ㄷ
묘하게 리뉴얼 후 달라진 컬러감과 제형감이 싫은 분들께는 비추추!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),료,민감성,2,2025.04.04,"귤귤한 과즙 넘치는 컬러를 기대했지만
고추장국물색이됨
입술 컬러 옅은 분들만 추천드립니다
저는 원래 입술 컬러가 탁한 편이라 맑은 컬러로 올라오짐 않네요 ㅜㅜ
차라리 아예 귤색이었으면 착색으로 깔고 위에 핑크 글로스라도 발라서 코랄립으로 사용했을텐데
그냥 애매한 … 손 절대 안가는 컬러에욤"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),주로먹는것만사는편,복합성,5,2025.03.31,"1👉 얼터너티브스테레오 _ 바비볼
2👉 삐아_ 데일리보틀
3👉 삐아_ 썸머보틀
4👉 롬앤_ 피치피치미

요즘에 미지근한 핑크에 빠져서
피치피치미 구매했는데요
집에있는 비슷한 애들로 발색해봤어요
착색은 썸머보틀>피치피치미>데일리보틀>바비볼
순으로 강하구요
소올직히… 입술에 올리면 다 엇비슷해요ㅠㅋㅋ

피치피치미가 생각보다 핑크끼가 비중이 꽤 커요!( 이름이 피치길래 코랄계인줄 알았는데 테스트해보니 미지근핑크)
그리고 오피셜 컷이 더 밝게나온 거 같아요
딘토 틴트처럼 시간지나면 약간 어두워집니다ㅠ
그래도 색은 너무 예뻐요ㅎㅎ"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),무말렝이,민감성,5,2025.03.29,"롬앤 인생템만 만들어 내는거 아닌가요.???🩷
컬러 진짜 넘 예쁜 맑은 딸기 색이에요! 신비 복숭아 보다는 신비 딸기가 어울릴것 같은 ..!
너무 만족해요! 향도 젤리 후르츠 향 나서 좋아요!"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),이런거,복합성,4,2025.03.28,봄웜라힌테 잘 맞는 틴트같아서 구매했는데 입술에서는 좀 차가워진달까..
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),두부후추메주,복합성,5,2025.03.27,"엄마 선물해드렸는데 마침 기획이라 증정도 받아서 조아요~~
리뉴얼 된 것 처음 써보는데 광이... 괜히 1등이 아니더라구요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),이런거,복합성,4,2025.03.27,"케이스는 예뻐졌지만,, 픽업량도 그렇고 전 버전이 더 맘에듦.."
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),올영쪼와,지성,5,2025.03.26,그니까 이게 쿨톤이 쓸 수 있는 모카무스 삘? 최선이라는거죠?? ㅋㅋ 예쁩니다!
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),달보드레16,지성,5,2025.03.15,"🍓 설화딸기 진짜 쿨톤이면 추천드려요

피치피치미는 팁에서는 핑크 인데 바른후
오렌지느낌,붉은 컬러가 올라오는데..ㅠ
설화딸기는 차가운 핑크 그대로 발색되고
유지 되어서 너무 너무 이뿌네요 잘샀어요ㅎ

참고로 베어 그레이프 기획에 들어있는~
히든레어1하고 설화딸기, 피치피치미
3가지 컬러가 다 미묘하게 다릅니다
히든레어가 제일 입술에서 딸기우유 🧁
핑크로 올라오는데 처음에 살짝 뜨다가
입술에 잘어울리게 변해요 출시해주세요"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),소년,약건성,4,2025.03.13,"기존에도 더 쥬시래스팅 틴트 10컬러 구매해서 사용중이었는데 레어 컬러 출시해서 민스코님 영상보다가 홀린 듯 4컬러 구매했어요. 신비 복숭아랑 블렉 베리 컬러 빼고는 다 멀멀하고 차분하고 소프트해서 4컬러 구매했는데 컬러도 잘 뽑혔고 네이밍을 어쩜 이렇게 이쁘게 지었는지 아이디어가 너무 참신해요. 이번 레어 컬러도 광이 이쁘게 올라오고 여릿한 컬러의 경우는 착색이 거의 없는 편이에요. 다만 조금 아쉬운 건 뚜껑을 잠글 때 걸리는 부분이 없어 힘을 주면 계속 돌아가기 때문에 쓰다 보면 헛도는 문제가 발생하거나 내구성이 약해지는 문제가 생길 거 같은 건 여전해요.

30 보늬 밤 : 차분한 뉴트럴 브라운"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),동동동대문,트러블성,4,2025.04.06,연한 색이라 봄에 여리여리하게 바르기 좋아요! 촉촉립이라 지속력은 짧은 편이고 자주 바르다 보니까 한달만에 금방 다 썼네요ㅠㅠ
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),JIH3,복합성,5,2025.04.06,"인간 체리마루가 되~~ 올영 단독이라 구내해봤는데 필링 앵두라는 이름값을 함, 리뉴얼하고 나서는 처음 써보는 데 역시 롬앤 굳굳"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쿨톤박사,건성,5,2025.04.05,피치피치미랑 같이쓰면 조합 최고!! 복숭아 레전드.. 약간 붉으면서도 살짝 쿨해서 라이트톤 분들 포인트립으로 쓰기 좋을것 같아용 첫번째 사진 위에랑 두번째 세번째 사진 위쪽 가운데가 신비복숭아에용
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),쿨톤박사,건성,4,2025.04.05,첫 발색은 진짜 이쁜데ㅠㅜ 시간이 지나면 색이 변해용.. 이쁘게 변하는게 아니라서 아쉬워요ㅠㅠ 마지막 사진 밑에있는게 조선무화과인데 저 색보다 웜해지고 다크해져요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),나쵸,복합성,5,2025.04.05,"딸기우유 그 자체인듯
나오자마자 환장하듯 구맼ㅋㅋ
색상 너무 예쁘네요☺️"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),꾸라미,트러블성,5,2025.04.04,플럼콕 다들 사주세요!! 겨울쿨톤이면 체리밤이 아니고 플럼콕 사셔야 해요 3가지 모두 다른 베이스에 플럼콧 바른 사진들🍷
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),슈의스킨케어,지성,5,2025.04.03,"사진은 누카다미아에 립글로스 바른거에요!
처음에는 너무 엄해서 손이 안갔는데 저는 오히려 단독으로 발라주니까 예쁜 브라운 색으로 발색되구 그 위에 글로스 더 올려줘야 광택감이 살더라구요..! 두겹광택은 아니었던걸로😂"
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),무민엄마라네요,복합성,4,2025.04.03,여뮽인데 조선무화과가 훨씸 더 예쁜거같아요 ..ㅎㅎ 발색이 넘 연해요
[NEW/단독기획] 롬앤 더 쥬시 래스팅 틴트 (기획/단품),무민엄마라네요,복합성,5,2025.04.02,첫발색은 연한데 시간지나면 딱 예쁜색으로 착색돼요!! 굿굿
